YEAR,STATE DESCRIPTION,STATE _CODE_x,NAICS_CODE_x,INDUSTRY,ENTERPRISE_EMPLOYMENT_SIZE_x,NUMBER_OF_FILMS_SMALL,NUMBER_OF_ESTABLISHMENTS_SMALL,EMPLOYMENT_SMALL,ANNUAL_PAYROLL _SMALL,SALARY_EMP_SMALL,STATE _CODE_y,NAICS_CODE_y,ENTERPRISE_EMPLOYMENT_SIZE_y,NUMBER_OF_FILMS_LARGE,NUMBER_OF_ESTABLISHMENTS_LARGE,EMPLOYMENT_LARGE,ANNUAL_PAYROLL _LARGE,SALARY_EMP_LARGE
2012,Maryland,MD,31-33,Manufacturing,08:  <500,2718,2774,45283,2139453000.0,47246.27344,MD,31-33,09:  500+,221.0,321.0,57897.0,3995693000.0,69013.81764
2012,Maryland,MD,44-45,Retail trade,08:  <500,10954,12049,95942,2988678000.0,31150.882830000002,MD,44-45,09:  500+,451.0,6137.0,187667.0,4331570000.0,23081.14906
2012,Maryland,MD,48-49,Transportation and warehousing,08:  <500,2761,2827,25175,916282000.0,36396.50447,MD,48-49,09:  500+,232.0,511.0,39025.0,1818110000.0,46588.34081
2012,Massachusetts,MA,11,"Agriculture, forestry, fishing and hunting",08:  <500,349,349,1148,37485000.0,32652.439019999998,,,,,,,,
2012,Massachusetts,MA,21,"Mining, quarrying, and oil and gas extraction",08:  <500,64,75,683,41620000.0,60937.042460000004,,,,,,,,
2012,Massachusetts,MA,22,Utilities,08:  <500,71,78,1230,165193000.0,134303.25199999998,,,,,,,,
2012,Massachusetts,MA,23,Construction,08:  <500,16554,16577,94190,6091445000.0,64671.88661,MA,23,09:  500+,74.0,111.0,9660.0,781163000.0,80865.73499
2012,Massachusetts,MA,42,Wholesale trade,08:  <500,6515,6786,77365,5368386000.0,69390.37032,MA,42,09:  500+,480.0,1264.0,52439.0,4833730000.0,92178.14985
2012,Massachusetts,MA,51,Information,08:  <500,1968,2010,31352,2722725000.0,86843.74203,MA,51,09:  500+,228.0,1553.0,72586.0,7040756000.0,96998.8152
2012,Massachusetts,MA,52,Finance and insurance,08:  <500,4917,6315,58108,5586789000.0,96144.9198,MA,52,09:  500+,304.0,3168.0,143257.0,17422416000.0,121616.5074
2012,Massachusetts,MA,53,Real estate and rental and leasing,08:  <500,4833,5289,29366,1597352000.0,54394.60601,MA,53,09:  500+,125.0,1059.0,13695.0,1074151000.0,78433.80796
2012,Massachusetts,MA,54,"Professional, scientific, and technical services",08:  <500,19756,19972,145164,12408829000.0,85481.44857000001,MA,54,09:  500+,517.0,1497.0,111714.0,13136484000.0,117590.311
2012,Massachusetts,MA,55,Management of companies and enterprises,08:  <500,433,445,10757,850110000.0,79028.53956,MA,55,09:  500+,365.0,746.0,79820.0,9120346000.0,114261.4132
2012,Massachusetts,MA,56,Administrative and support and waste management and remediation services,08:  <500,8680,8777,89214,3730536000.0,41815.58948,MA,56,09:  500+,306.0,1260.0,118068.0,4756785000.0,40288.520169999996
2012,Massachusetts,MA,61,Educational services,08:  <500,2562,2689,56193,1992199000.0,35452.796610000005,MA,61,09:  500+,101.0,186.0,148699.0,6378769000.0,42897.18828
2012,Massachusetts,MA,62,Health care and social assistance,08:  <500,12627,15102,215245,9135913000.0,42444.2519,MA,62,09:  500+,257.0,3348.0,365800.0,19211040000.0,52517.878619999996
2012,Massachusetts,MA,71,"Arts, entertainment, and recreation",08:  <500,2818,2958,36925,1113337000.0,30151.3067,MA,71,09:  500+,49.0,156.0,17609.0,678194000.0,38514.05531
2012,Massachusetts,MA,72,Accommodation and food services,08:  <500,13178,14205,174740,3250610000.0,18602.552359999998,MA,72,09:  500+,172.0,2655.0,94923.0,1988402000.0,20947.52589
2012,Massachusetts,MA,81,Other services (except public administration),08:  <500,15796,16394,102335,3059737000.0,29899.22314,MA,81,09:  500+,129.0,1007.0,16741.0,658704000.0,39346.75348
2012,Massachusetts,MA,99,Industries not classified,08:  <500,218,218,364,10636000.0,29219.78022,,,,,,,,
2012,Massachusetts,MA,--,Total,08:  <500,135365,144936,1404234,69431180000.0,49444.166710000005,MA,--,09:  500+,3021.0,26343.0,1639525.0,104090000000.0,63487.779689999996
2012,Massachusetts,MA,31-33,Manufacturing,08:  <500,6181,6277,122337,6816268000.0,55717.14199,MA,31-33,09:  500+,343.0,538.0,107689.0,8434306000.0,78320.96128999999
2012,Massachusetts,MA,44-45,Retail trade,08:  <500,15752,17435,122915,4180523000.0,34011.49575,MA,44-45,09:  500+,436.0,6999.0,233785.0,5449271000.0,23308.8992
2012,Massachusetts,MA,48-49,Transportation and warehousing,08:  <500,2906,2985,34603,1271487000.0,36744.99321,MA,48-49,09:  500+,204.0,595.0,41481.0,1958945000.0,47225.11511
2012,Michigan,MI,11,"Agriculture, forestry, fishing and hunting",08:  <500,525,526,3192,108486000.0,33986.842110000005,MI,11,09:  500+,6.0,7.0,172.0,12943000.0,75250.0
2012,Michigan,MI,21,"Mining, quarrying, and oil and gas extraction",08:  <500,311,324,3091,200453000.0,64850.53381,MI,21,09:  500+,31.0,55.0,3164.0,241611000.0,76362.5158
2012,Michigan,MI,22,Utilities,08:  <500,78,111,1974,267555000.0,135539.5137,,,,,,,,
2012,Michigan,MI,23,Construction,08:  <500,17906,17982,99997,5434284000.0,54344.47033,MI,23,09:  500+,74.0,147.0,13865.0,1055387000.0,76118.78832
2012,Michigan,MI,42,Wholesale trade,08:  <500,8945,9793,100535,5766032000.0,57353.47889,MI,42,09:  500+,538.0,1730.0,59429.0,4157317000.0,69954.34889
2012,Michigan,MI,51,Information,08:  <500,1508,1601,19793,987739000.0,49903.450710000005,MI,51,09:  500+,203.0,1652.0,48553.0,3656267000.0,75304.65677
2012,Michigan,MI,52,Finance and insurance,08:  <500,6649,8237,58452,3140638000.0,53730.20598,MI,52,09:  500+,255.0,5323.0,92281.0,6543389000.0,70907.21817000001
2012,Michigan,MI,53,Real estate and rental and leasing,08:  <500,5775,6433,34354,1199918000.0,34928.04331,MI,53,09:  500+,121.0,1161.0,15243.0,732857000.0,48078.26543
2012,Michigan,MI,54,"Professional, scientific, and technical services",08:  <500,19579,20210,133722,8070554000.0,60353.22535,MI,54,09:  500+,443.0,1458.0,104212.0,7741231000.0,74283.48943
2012,Michigan,MI,55,Management of companies and enterprises,08:  <500,630,657,12421,867920000.0,69875.21134,MI,55,09:  500+,416.0,904.0,96544.0,10135040000.0,104978.4554
2012,Michigan,MI,56,Administrative and support and waste management and remediation services,08:  <500,9448,9665,121154,4160530000.0,34340.83893,MI,56,09:  500+,350.0,1597.0,187396.0,5288098000.0,28218.84138
2012,Michigan,MI,61,Educational services,08:  <500,2017,2122,33210,906238000.0,27288.105989999996,MI,61,09:  500+,68.0,201.0,39085.0,1052836000.0,26937.085839999996
2012,Michigan,MI,62,Health care and social assistance,08:  <500,20258,23272,274010,10817252000.0,39477.58111,MI,62,09:  500+,232.0,3067.0,309233.0,14845412000.0,48007.20492
2012,Michigan,MI,71,"Arts, entertainment, and recreation",08:  <500,3215,3279,34375,1255578000.0,36525.90545,MI,71,09:  500+,40.0,106.0,10182.0,174028000.0,17091.7305
2012,Michigan,MI,72,Accommodation and food services,08:  <500,14707,16242,215830,2886303000.0,13373.03897,MI,72,09:  500+,214.0,3248.0,128463.0,2137102000.0,16635.934080000003
2012,Michigan,MI,81,Other services (except public administration),08:  <500,20958,21903,138997,3450088000.0,24821.31269,MI,81,09:  500+,129.0,900.0,14142.0,506981000.0,35849.3141
2012,Michigan,MI,--,Total,08:  <500,169053,183771,1755901,68293198000.0,38893.53557,MI,--,09:  500+,3065.0,33669.0,1712188.0,83955233000.0,49033.88705
2012,Michigan,MI,31-33,Manufacturing,08:  <500,10942,11406,248727,12155176000.0,48869.547739999995,MI,31-33,09:  500+,524.0,1076.0,252027.0,15623951000.0,61993.16342999999
2012,Michigan,MI,44-45,Retail trade,08:  <500,22171,25103,181450,4965864000.0,27367.67153,MI,44-45,09:  500+,439.0,9798.0,260896.0,5708252000.0,21879.41555
2012,Michigan,MI,48-49,Transportation and warehousing,08:  <500,4581,4734,40457,1648088000.0,40736.78226,MI,48-49,09:  500+,237.0,961.0,58622.0,2794302000.0,47666.43922
2012,Minnesota,MN,11,"Agriculture, forestry, fishing and hunting",08:  <500,475,478,2429,86195000.0,35485.79662,MN,11,09:  500+,7.0,12.0,122.0,6385000.0,52336.06557
2012,Minnesota,MN,21,"Mining, quarrying, and oil and gas extraction",08:  <500,125,129,1124,89332000.0,79476.86833,MN,21,09:  500+,12.0,32.0,4519.0,433837000.0,96002.87673999999
2012,Minnesota,MN,22,Utilities,08:  <500,99,119,2732,192567000.0,70485.72473999999,,,,,,,,
2012,Minnesota,MN,23,Construction,08:  <500,15782,15837,76646,4544441000.0,59291.30026,MN,23,09:  500+,73.0,137.0,20198.0,1606141000.0,79519.80394
2012,Minnesota,MN,42,Wholesale trade,08:  <500,6398,6891,72825,4394357000.0,60341.32509,MN,42,09:  500+,503.0,1385.0,56474.0,4842951000.0,85755.40957
2012,Minnesota,MN,51,Information,08:  <500,1462,1608,20599,1153114000.0,55979.1252,MN,51,09:  500+,169.0,991.0,40620.0,3204432000.0,78888.03545
2012,Minnesota,MN,52,Finance and insurance,08:  <500,5671,6892,43386,2676964000.0,61701.10174,MN,52,09:  500+,267.0,2442.0,110757.0,10246404000.0,92512.47325
2012,Minnesota,MN,53,Real estate and rental and leasing,08:  <500,4933,5423,24869,905963000.0,36429.410110000004,MN,53,09:  500+,105.0,758.0,10519.0,565620000.0,53771.271029999996
2012,Minnesota,MN,54,"Professional, scientific, and technical services",08:  <500,15268,15537,87530,5729896000.0,65462.08157,MN,54,09:  500+,322.0,891.0,45288.0,3748782000.0,82776.49709
2012,Minnesota,MN,55,Management of companies and enterprises,08:  <500,459,484,9932,749927000.0,75506.14176,MN,55,09:  500+,336.0,688.0,123112.0,10847894000.0,88114.02625
2012,Minnesota,MN,56,Administrative and support and waste management and remediation services,08:  <500,6231,6357,59949,2072091000.0,34564.2296,MN,56,09:  500+,249.0,903.0,99851.0,3457154000.0,34623.12846
2012,Minnesota,MN,61,Educational services,08:  <500,1694,1749,30884,851690000.0,27577.062560000002,MN,61,09:  500+,57.0,150.0,40481.0,1097520000.0,27111.978460000002
2012,Minnesota,MN,62,Health care and social assistance,08:  <500,9730,12244,198359,6450055000.0,32517.07762,MN,62,09:  500+,199.0,2834.0,244403.0,11491618000.0,47019.13643
2012,Minnesota,MN,71,"Arts, entertainment, and recreation",08:  <500,2549,2598,26250,708488000.0,26990.01905,MN,71,09:  500+,33.0,135.0,15483.0,507902000.0,32803.84938
2012,Minnesota,MN,72,Accommodation and food services,08:  <500,8271,9044,136793,1911896000.0,13976.56313,MN,72,09:  500+,178.0,2271.0,83853.0,1461202000.0,17425.756980000002
2012,Minnesota,MN,81,Other services (except public administration),08:  <500,13931,14637,100875,2435221000.0,24140.976459999998,MN,81,09:  500+,113.0,612.0,12264.0,378272000.0,30844.09654
2012,Minnesota,MN,99,Industries not classified,08:  <500,98,98,108,2133000.0,19750.0,,,,,,,,
2012,Minnesota,MN,--,Total,08:  <500,114500,124675,1186909,46164989000.0,38895.13771,MN,--,09:  500+,2624.0,21101.0,1293734.0,70159451000.0,54230.19802
2012,Minnesota,MN,31-33,Manufacturing,08:  <500,6336,6568,137260,6755730000.0,49218.49046,MN,31-33,09:  500+,409.0,760.0,159718.0,9304756000.0,58257.40367000001
2012,Minnesota,MN,44-45,Retail trade,08:  <500,11993,13935,117491,3127114000.0,26615.774830000002,MN,44-45,09:  500+,412.0,5317.0,173016.0,3896040000.0,22518.3798
2012,Minnesota,MN,48-49,Transportation and warehousing,08:  <500,3926,4047,36868,1327815000.0,36015.37919,MN,48-49,09:  500+,217.0,583.0,42327.0,1966166000.0,46451.815630000005
2012,Mississippi,MS,11,"Agriculture, forestry, fishing and hunting",08:  <500,673,677,4586,152309000.0,33211.731360000005,MS,11,09:  500+,8.0,18.0,264.0,17130000.0,64886.363639999996
2012,Mississippi,MS,21,"Mining, quarrying, and oil and gas extraction",08:  <500,323,333,3613,243690000.0,67448.10407,MS,21,09:  500+,34.0,56.0,2874.0,236796000.0,82392.48434
2012,Mississippi,MS,22,Utilities,08:  <500,352,410,4354,214545000.0,49275.37896,,,,,,,,
2012,Mississippi,MS,23,Construction,08:  <500,3853,3867,33058,1287167000.0,38936.62654,MS,23,09:  500+,35.0,65.0,7984.0,432055000.0,54115.10521
2012,Mississippi,MS,42,Wholesale trade,08:  <500,1997,2218,22831,980632000.0,42951.77609,MS,42,09:  500+,269.0,632.0,12268.0,625986000.0,51025.9211
2012,Mississippi,MS,51,Information,08:  <500,327,369,3781,138902000.0,36736.842110000005,MS,51,09:  500+,61.0,530.0,9219.0,429119000.0,46547.2394
2012,Mississippi,MS,52,Finance and insurance,08:  <500,2093,3070,16517,710241000.0,43000.60544,MS,52,09:  500+,141.0,1608.0,16985.0,900100000.0,52993.81807
2012,Mississippi,MS,53,Real estate and rental and leasing,08:  <500,1772,1917,7584,240127000.0,31662.3154,MS,53,09:  500+,61.0,436.0,2498.0,89850000.0,35968.77502
2012,Mississippi,MS,54,"Professional, scientific, and technical services",08:  <500,4197,4370,23946,1119264000.0,46741.16763,MS,54,09:  500+,125.0,386.0,6378.0,340596000.0,53401.69332
2012,Mississippi,MS,55,Management of companies and enterprises,08:  <500,148,156,2171,134881000.0,62128.51221,MS,55,09:  500+,104.0,170.0,5644.0,425725000.0,75429.65982
2012,Mississippi,MS,56,Administrative and support and waste management and remediation services,08:  <500,1808,1853,19634,475540000.0,24220.230209999998,MS,56,09:  500+,147.0,381.0,29207.0,736224000.0,25207.10789
2012,Mississippi,MS,61,Educational services,08:  <500,457,493,10132,241290000.0,23814.64666,MS,61,09:  500+,27.0,102.0,7867.0,163719000.0,20810.85547
2012,Mississippi,MS,62,Health care and social assistance,08:  <500,4745,5305,66979,2465144000.0,36804.72984,MS,62,09:  500+,121.0,891.0,95774.0,4460411000.0,46572.253430000004
2012,Mississippi,MS,71,"Arts, entertainment, and recreation",08:  <500,620,647,6840,129517000.0,18935.23392,,,,,,,,
2012,Mississippi,MS,72,Accommodation and food services,08:  <500,3601,3982,54906,685828000.0,12490.94817,MS,72,09:  500+,133.0,1178.0,61311.0,1105587000.0,18032.44116
2012,Mississippi,MS,81,Other services (except public administration),08:  <500,5994,6199,36359,764383000.0,21023.21296,MS,81,09:  500+,64.0,208.0,2264.0,87505000.0,38650.61837
2012,Mississippi,MS,--,Total,08:  <500,43066,47312,430316,13386400000.0,31108.30181,MS,--,09:  500+,1668.0,11332.0,465488.0,17510759000.0,37618.067489999994
2012,Mississippi,MS,31-33,Manufacturing,08:  <500,1742,1808,41839,1435450000.0,34308.8984,MS,31-33,09:  500+,258.0,435.0,98233.0,4606824000.0,46896.90837
2012,Mississippi,MS,44-45,Retail trade,08:  <500,7084,7976,56606,1439054000.0,25422.28739,MS,44-45,09:  500+,285.0,3610.0,80852.0,1589139000.0,19654.91268
2012,Mississippi,MS,48-49,Transportation and warehousing,08:  <500,1563,1609,14526,527390000.0,36306.622610000006,MS,48-49,09:  500+,170.0,429.0,19017.0,805588000.0,42361.46606
2012,Missouri,MO,11,"Agriculture, forestry, fishing and hunting",08:  <500,250,251,1287,35785000.0,27804.9728,,,,,,,,
2012,Missouri,MO,21,"Mining, quarrying, and oil and gas extraction",08:  <500,149,207,1768,82234000.0,46512.443439999995,MO,21,09:  500+,17.0,69.0,1886.0,117942000.0,62535.52492
2012,Missouri,MO,22,Utilities,08:  <500,94,156,3247,208507000.0,64215.27564,MO,22,09:  500+,15.0,206.0,13591.0,1228211000.0,90369.43566
2012,Missouri,MO,23,Construction,08:  <500,12876,12953,88218,4251028000.0,48187.76213,MO,23,09:  500+,82.0,140.0,17580.0,1123113000.0,63885.83618
2012,Missouri,MO,42,Wholesale trade,08:  <500,5968,6601,69727,3625966000.0,52002.32335,MO,42,09:  500+,482.0,1443.0,50404.0,2608001000.0,51741.94508
2012,Missouri,MO,51,Information,08:  <500,1085,1198,13456,599192000.0,44529.72652,MO,51,09:  500+,143.0,1182.0,43603.0,3027455000.0,69432.26384
2012,Missouri,MO,52,Finance and insurance,08:  <500,5375,7040,45414,2389093000.0,52606.97142,MO,52,09:  500+,297.0,3912.0,82730.0,5933301000.0,71718.85652
2012,Missouri,MO,53,Real estate and rental and leasing,08:  <500,4742,5120,24410,908608000.0,37222.77755,MO,53,09:  500+,140.0,972.0,10177.0,460885000.0,45286.92149
2012,Missouri,MO,54,"Professional, scientific, and technical services",08:  <500,11905,12266,76511,4291776000.0,56093.581320000005,MO,54,09:  500+,323.0,1014.0,63230.0,4658472000.0,73675.02768
2012,Missouri,MO,55,Management of companies and enterprises,08:  <500,475,493,8210,555686000.0,67684.04385,MO,55,09:  500+,332.0,672.0,63098.0,5950162000.0,94300.32647999999
2012,Missouri,MO,56,Administrative and support and waste management and remediation services,08:  <500,6199,6308,60458,1806500000.0,29880.24744,MO,56,09:  500+,295.0,937.0,87532.0,2816174000.0,32173.079560000002
2012,Missouri,MO,61,Educational services,08:  <500,1340,1384,29858,777301000.0,26033.257419999998,MO,61,09:  500+,61.0,201.0,45582.0,1908874000.0,41877.802639999994
2012,Missouri,MO,62,Health care and social assistance,08:  <500,14307,16047,178064,5945419000.0,33389.22522,MO,62,09:  500+,245.0,2787.0,218504.0,9798042000.0,44841.47659
2012,Missouri,MO,71,"Arts, entertainment, and recreation",08:  <500,1911,1970,22202,741874000.0,33414.73741,MO,71,09:  500+,45.0,117.0,15513.0,617626000.0,39813.446789999995
2012,Missouri,MO,72,Accommodation and food services,08:  <500,8690,9818,145388,1957875000.0,13466.55157,MO,72,09:  500+,234.0,2661.0,93156.0,1571057000.0,16864.79669
2012,Missouri,MO,81,Other services (except public administration),08:  <500,14222,14885,96096,2315352000.0,24094.15584,MO,81,09:  500+,124.0,631.0,14709.0,482487000.0,32802.16194
2012,Missouri,MO,--,Total,08:  <500,110838,121197,1109463,39051034000.0,35198.14,MO,--,09:  500+,2840.0,25407.0,1210776.0,56279796000.0,46482.41789
2012,Missouri,MO,31-33,Manufacturing,08:  <500,5233,5403,100921,4273287000.0,42342.89197,MO,31-33,09:  500+,365.0,694.0,146641.0,7618487000.0,51953.32138
2012,Missouri,MO,44-45,Retail trade,08:  <500,12439,14399,111326,3136513000.0,28174.12824,MO,44-45,09:  500+,463.0,6997.0,193477.0,4278507000.0,22113.7758
2012,Missouri,MO,48-49,Transportation and warehousing,08:  <500,3672,3793,32239,1143718000.0,35476.22445,MO,48-49,09:  500+,245.0,762.0,48898.0,2039925000.0,41717.96392
2012,Montana,MT,11,"Agriculture, forestry, fishing and hunting",08:  <500,367,370,1015,40203000.0,39608.867,,,,,,,,
2012,Montana,MT,21,"Mining, quarrying, and oil and gas extraction",08:  <500,322,324,3206,230846000.0,72004.36681,MT,21,09:  500+,40.0,63.0,4340.0,377942000.0,87083.41013999999
2012,Montana,MT,22,Utilities,08:  <500,74,88,997,66550000.0,66750.25075,MT,22,09:  500+,9.0,117.0,1924.0,168325000.0,87487.00624
2012,Montana,MT,23,Construction,08:  <500,4807,4813,19954,919334000.0,46072.66713,MT,23,09:  500+,24.0,42.0,1259.0,81411000.0,64663.22478
2012,Montana,MT,42,Wholesale trade,08:  <500,1058,1192,9616,412023000.0,42847.64975,MT,42,09:  500+,143.0,348.0,4782.0,254612000.0,53243.83103
2012,Montana,MT,51,Information,08:  <500,333,409,4166,165622000.0,39755.6409,MT,51,09:  500+,53.0,192.0,5033.0,255958000.0,50855.950730000004
2012,Montana,MT,52,Finance and insurance,08:  <500,1148,1392,7916,337445000.0,42628.22132,MT,52,09:  500+,84.0,580.0,8138.0,453581000.0,55736.17596
2012,Montana,MT,53,Real estate and rental and leasing,08:  <500,1561,1635,4732,136066000.0,28754.437869999998,MT,53,09:  500+,26.0,105.0,614.0,27130000.0,44185.66775
2012,Montana,MT,54,"Professional, scientific, and technical services",08:  <500,3303,3419,15233,710082000.0,46614.71805,MT,54,09:  500+,87.0,165.0,2755.0,125252000.0,45463.52087
2012,Montana,MT,55,Management of companies and enterprises,08:  <500,71,72,1550,82548000.0,53256.77419,MT,55,09:  500+,43.0,58.0,1727.0,117584000.0,68085.69774
2012,Montana,MT,56,Administrative and support and waste management and remediation services,08:  <500,1537,1571,9098,250530000.0,27536.82128,,,,,,,,
2012,Montana,MT,61,Educational services,08:  <500,331,340,4900,106520000.0,21738.77551,MT,61,09:  500+,9.0,10.0,1128.0,20096000.0,17815.60284
2012,Montana,MT,62,Health care and social assistance,08:  <500,2868,3262,38250,1296737000.0,33901.62092,MT,62,09:  500+,61.0,255.0,26956.0,1207761000.0,44804.90429
2012,Montana,MT,71,"Arts, entertainment, and recreation",08:  <500,980,1020,8480,131838000.0,15546.93396,,,,,,,,
2012,Montana,MT,72,Accommodation and food services,08:  <500,3077,3294,39387,575798000.0,14618.98596,MT,72,09:  500+,40.0,184.0,6166.0,95098000.0,15422.96464
2012,Montana,MT,81,Other services (except public administration),08:  <500,2951,3021,14676,356122000.0,24265.60371,MT,81,09:  500+,31.0,100.0,589.0,16959000.0,28792.86927
2012,Montana,MT,99,Industries not classified,08:  <500,38,38,30,399000.0,13300.0,,,,,,,,
2012,Montana,MT,--,Total,08:  <500,30559,32650,232383,7292701000.0,31382.24827,MT,--,09:  500+,811.0,3591.0,111459.0,4593206000.0,41209.826030000004
2012,Montana,MT,31-33,Manufacturing,08:  <500,1169,1185,11919,418359000.0,35100.17619,MT,31-33,09:  500+,42.0,55.0,4300.0,294250000.0,68430.23256
2012,Montana,MT,44-45,Retail trade,08:  <500,3513,3928,29637,773742000.0,26107.29831,MT,44-45,09:  500+,151.0,897.0,26339.0,601021000.0,22818.67193
2012,Montana,MT,48-49,Transportation and warehousing,08:  <500,1243,1277,7621,281937000.0,36994.751339999995,MT,48-49,09:  500+,58.0,200.0,4293.0,168909000.0,39345.21314
2012,Nebraska,NE,11,"Agriculture, forestry, fishing and hunting",08:  <500,166,168,645,27981000.0,43381.39535,NE,11,09:  500+,6.0,12.0,520.0,28164000.0,54161.53846
2012,Nebraska,NE,21,"Mining, quarrying, and oil and gas extraction",08:  <500,106,107,819,39969000.0,48802.1978,NE,21,09:  500+,7.0,15.0,240.0,13415000.0,55895.833329999994
2012,Nebraska,NE,22,Utilities,08:  <500,20,22,211,12029000.0,57009.478670000004,,,,,,,,
2012,Nebraska,NE,23,Construction,08:  <500,5757,5785,34569,1492078000.0,43162.31306,NE,23,09:  500+,42.0,65.0,3567.0,220324000.0,61767.31147000001
2012,Nebraska,NE,42,Wholesale trade,08:  <500,2025,2487,25640,1193613000.0,46552.76911,NE,42,09:  500+,245.0,693.0,15834.0,969802000.0,61248.07377
2012,Nebraska,NE,51,Information,08:  <500,473,520,6491,301436000.0,46439.06948,NE,51,09:  500+,86.0,422.0,13705.0,868148000.0,63345.348410000006
2012,Nebraska,NE,52,Finance and insurance,08:  <500,2360,3004,17575,854870000.0,48641.25178,NE,52,09:  500+,158.0,1227.0,42751.0,3009355000.0,70392.62239
2012,Nebraska,NE,53,Real estate and rental and leasing,08:  <500,1668,1772,7877,270741000.0,34371.08036,NE,53,09:  500+,65.0,225.0,2529.0,131071000.0,51827.20443
2012,Nebraska,NE,54,"Professional, scientific, and technical services",08:  <500,3986,4112,25177,1303441000.0,51771.10061,NE,54,09:  500+,151.0,338.0,53058.0,2503426000.0,47182.8188
2012,Nebraska,NE,55,Management of companies and enterprises,08:  <500,168,175,2971,179054000.0,60267.25008,NE,55,09:  500+,109.0,172.0,15167.0,1331244000.0,87772.40061
2012,Nebraska,NE,56,Administrative and support and waste management and remediation services,08:  <500,2219,2253,19518,553637000.0,28365.45753,NE,56,09:  500+,121.0,325.0,33175.0,994756000.0,29985.109269999997
2012,Nebraska,NE,61,Educational services,08:  <500,456,500,8747,187168000.0,21397.96502,NE,61,09:  500+,19.0,26.0,11320.0,346694000.0,30626.67845
2012,Nebraska,NE,62,Health care and social assistance,08:  <500,4128,4745,62077,2361717000.0,38044.960289999995,NE,62,09:  500+,100.0,660.0,60897.0,2615066000.0,42942.4438
2012,Nebraska,NE,71,"Arts, entertainment, and recreation",08:  <500,776,789,9074,155323000.0,17117.368309999998,NE,71,09:  500+,25.0,52.0,4273.0,52398000.0,12262.57898
2012,Nebraska,NE,72,Accommodation and food services,08:  <500,3233,3701,47401,580237000.0,12241.02867,NE,72,09:  500+,104.0,637.0,22331.0,302117000.0,13529.04035
2012,Nebraska,NE,81,Other services (except public administration),08:  <500,5228,5522,32530,750805000.0,23080.38733,NE,81,09:  500+,57.0,190.0,2993.0,107603000.0,35951.55363
2012,Nebraska,NE,--,Total,08:  <500,40581,44698,391150,13292151000.0,33982.23444,NE,--,09:  500+,1448.0,7596.0,427139.0,18443974000.0,43180.262160000006
2012,Nebraska,NE,31-33,Manufacturing,08:  <500,1531,1591,32039,1342570000.0,41904.24171,NE,31-33,09:  500+,156.0,258.0,60751.0,2659825000.0,43782.40687
2012,Nebraska,NE,44-45,Retail trade,08:  <500,4671,5393,43949,1187651000.0,27023.39075,NE,44-45,09:  500+,258.0,1902.0,62570.0,1374966000.0,21974.84417
2012,Nebraska,NE,48-49,Transportation and warehousing,08:  <500,1964,2006,13804,497391000.0,36032.38192,NE,48-49,09:  500+,118.0,281.0,20658.0,843527000.0,40832.94607
2012,Nevada,NV,11,"Agriculture, forestry, fishing and hunting",08:  <500,53,53,268,9639000.0,35966.417910000004,,,,,,,,
2012,Nevada,NV,21,"Mining, quarrying, and oil and gas extraction",08:  <500,204,208,4168,346624000.0,83163.14779,NV,21,09:  500+,25.0,40.0,11000.0,932888000.0,84808.0
2012,Nevada,NV,22,Utilities,08:  <500,41,57,532,47744000.0,89744.3609,,,,,,,,
2012,Nevada,NV,23,Construction,08:  <500,4382,4404,39854,1894360000.0,47532.4936,NV,23,09:  500+,93.0,137.0,6599.0,508902000.0,77118.04819
2012,Nevada,NV,42,Wholesale trade,08:  <500,2330,2418,18015,963195000.0,53466.2781,NV,42,09:  500+,295.0,559.0,15550.0,959882000.0,61728.74597999999
2012,Nevada,NV,51,Information,08:  <500,734,749,4848,265353000.0,54734.5297,NV,51,09:  500+,95.0,431.0,10733.0,623749000.0,58115.065689999996
2012,Nevada,NV,52,Finance and insurance,08:  <500,2288,2544,10103,542354000.0,53682.47055,NV,52,09:  500+,223.0,1577.0,23827.0,1356537000.0,56932.76535
2012,Nevada,NV,53,Real estate and rental and leasing,08:  <500,3042,3198,14686,542853000.0,36963.9793,NV,53,09:  500+,111.0,601.0,8297.0,328724000.0,39619.62155
2012,Nevada,NV,54,"Professional, scientific, and technical services",08:  <500,7405,7521,35242,2134361000.0,60562.99302,NV,54,09:  500+,199.0,645.0,16139.0,974018000.0,60351.81857999999
2012,Nevada,NV,55,Management of companies and enterprises,08:  <500,264,286,2583,207324000.0,80264.80836,NV,55,09:  500+,166.0,240.0,12951.0,1152168000.0,88963.63215
2012,Nevada,NV,56,Administrative and support and waste management and remediation services,08:  <500,3427,3484,39026,1150808000.0,29488.238610000004,NV,56,09:  500+,210.0,531.0,49972.0,1597735000.0,31972.60466
2012,Nevada,NV,61,Educational services,08:  <500,570,585,7164,222740000.0,31091.568960000004,NV,61,09:  500+,35.0,77.0,3645.0,124714000.0,34215.08916
2012,Nevada,NV,62,Health care and social assistance,08:  <500,5260,5687,53213,2398805000.0,45079.30393,NV,62,09:  500+,132.0,625.0,49537.0,2581378000.0,52110.099519999996
2012,Nevada,NV,71,"Arts, entertainment, and recreation",08:  <500,1120,1217,17485,548238000.0,31354.76122,NV,71,09:  500+,35.0,92.0,9028.0,231382000.0,25629.37528
