YEAR,STATE DESCRIPTION,STATE _CODE,NAICS_CODE,INDUSTRY,ENTERPRISE_EMPLOYMENT_SIZE,NUMBER_OF_FILMS_SMALL,NUMBER_OF_ESTABLISHMENTS_SMALL,EMPLOYMENT_SMALL,ANNUAL_PAYROLL _SMALL,SALARY_EMP_SMALL
2016,Massachusetts,MA,44-45,Retail trade,08:  <500,15492,16899,124175,4736233000,38141.59855
2016,Massachusetts,MA,48-49,Transportation and warehousing,08:  <500,3214,3291,35951,1426210000,39670.941
2016,Michigan,MI,11,"Agriculture, forestry, fishing and hunting",08:  <500,577,578,3727,147871000,39675.61041
2016,Michigan,MI,21,"Mining, quarrying, and oil and gas extraction",08:  <500,270,282,2363,158657000,67142.19213
2016,Michigan,MI,22,Utilities,08:  <500,84,125,1663,133059000,80011.42514
2016,Michigan,MI,23,Construction,08:  <500,18566,18638,122553,7459231000,60865.34805
2016,Michigan,MI,42,Wholesale trade,08:  <500,8199,8953,103284,6267734000,60684.46226
2016,Michigan,MI,51,Information,08:  <500,2192,2273,21935,1230065000,56077.72966
2016,Michigan,MI,52,Finance and insurance,08:  <500,6522,8044,58979,3566940000,60478.13629
2016,Michigan,MI,53,Real estate and rental and leasing,08:  <500,5873,6457,34777,1470214000,42275.46942
2016,Michigan,MI,54,"Professional, scientific, and technical services",08:  <500,19332,19895,146951,9808527000,66746.92244
2016,Michigan,MI,55,Management of companies and enterprises,08:  <500,588,612,12978,894150000,68897.36477
2016,Michigan,MI,56,Administrative and support and waste management and remediation services,08:  <500,9616,9788,122590,4502968000,36731.93572
2016,Michigan,MI,61,Educational services,08:  <500,2014,2119,35277,1001894000,28400.77104
2016,Michigan,MI,62,Health care and social assistance,08:  <500,19525,22238,276124,11254251000,40757.96019
2016,Michigan,MI,71,"Arts, entertainment, and recreation",08:  <500,3198,3276,36738,1499104000,40805.26975
2016,Michigan,MI,72,Accommodation and food services,08:  <500,15042,16560,243661,3800465000,15597.34631
2016,Michigan,MI,81,Other services (except public administration),08:  <500,21308,22262,143578,4014750000,27962.15298
2016,Michigan,MI,99,Industries not classified,08:  <500,847,847,1129,14395000,12750.22143
2016,Michigan,MI,--,Total,08:  <500,170127,183654,1868885,78501914000,42004.67873
2016,Michigan,MI,31-33,Manufacturing,08:  <500,10713,11159,261211,13274520000,50819.14621
2016,Michigan,MI,44-45,Retail trade,08:  <500,21760,24282,192717,5957733000,30914.41336
2016,Michigan,MI,48-49,Transportation and warehousing,08:  <500,5124,5266,46650,2045386000,43845.35906
2016,Minnesota,MN,11,"Agriculture, forestry, fishing and hunting",08:  <500,525,526,2464,98201000,39854.30195
2016,Minnesota,MN,21,"Mining, quarrying, and oil and gas extraction",08:  <500,122,125,1385,113487000,81940.0722
2016,Minnesota,MN,22,Utilities,08:  <500,97,121,2583,202131000,78254.3554
2016,Minnesota,MN,23,Construction,08:  <500,16136,16181,94183,6320306000,67106.65407
2016,Minnesota,MN,42,Wholesale trade,08:  <500,5983,6415,71928,4667029000,64884.73195
2016,Minnesota,MN,51,Information,08:  <500,1421,1515,19059,1085530000,56956.29361
2016,Minnesota,MN,52,Finance and insurance,08:  <500,5700,6797,44443,3030473000,68187.85861
2016,Minnesota,MN,53,Real estate and rental and leasing,08:  <500,5327,5866,26155,1140186000,43593.42382
2016,Minnesota,MN,54,"Professional, scientific, and technical services",08:  <500,15480,15738,96997,7126064000,73466.84949
2016,Minnesota,MN,55,Management of companies and enterprises,08:  <500,448,462,9365,697964000,74528.99092
2016,Minnesota,MN,56,Administrative and support and waste management and remediation services,08:  <500,6385,6501,60744,2246211000,36978.31885
2016,Minnesota,MN,61,Educational services,08:  <500,1786,1860,34072,1035035000,30377.87626
2016,Minnesota,MN,62,Health care and social assistance,08:  <500,10031,12557,212610,7407454000,34840.57194
2016,Minnesota,MN,71,"Arts, entertainment, and recreation",08:  <500,2698,2727,28453,716067000,25166.66081
2016,Minnesota,MN,72,Accommodation and food services,08:  <500,8392,9203,150366,2520719000,16763.88944
2016,Minnesota,MN,81,Other services (except public administration),08:  <500,14462,15215,106622,2938307000,27558.16811
2016,Minnesota,MN,99,Industries not classified,08:  <500,266,266,316,7446000,23563.29114
2016,Minnesota,MN,--,Total,08:  <500,116184,125762,1254958,53513795000,42641.90116
2016,Minnesota,MN,31-33,Manufacturing,08:  <500,6190,6417,136372,7231477000,53027.57898
2016,Minnesota,MN,44-45,Retail trade,08:  <500,11580,13195,118745,3451483000,29066.34385
2016,Minnesota,MN,48-49,Transportation and warehousing,08:  <500,3987,4075,38096,1478225000,38802.6302
2016,Mississippi,MS,11,"Agriculture, forestry, fishing and hunting",08:  <500,650,656,4569,173979000,38078.13526
2016,Mississippi,MS,21,"Mining, quarrying, and oil and gas extraction",08:  <500,266,280,2275,153654000,67540.21978
2016,Mississippi,MS,22,Utilities,08:  <500,346,412,4377,246927000,56414.66758
2016,Mississippi,MS,23,Construction,08:  <500,3697,3708,32872,1494537000,45465.35045
2016,Mississippi,MS,42,Wholesale trade,08:  <500,1822,2037,20907,1003056000,47977.04118
2016,Mississippi,MS,51,Information,08:  <500,340,386,3459,126937000,36697.60046
2016,Mississippi,MS,52,Finance and insurance,08:  <500,2056,2995,16044,744952000,46431.81252
2016,Mississippi,MS,53,Real estate and rental and leasing,08:  <500,1833,1992,7642,261710000,34246.27061
2016,Mississippi,MS,54,"Professional, scientific, and technical services",08:  <500,4044,4215,23725,1198275000,50506.84932
2016,Mississippi,MS,55,Management of companies and enterprises,08:  <500,152,165,2341,149249000,63754.37847
2016,Mississippi,MS,56,Administrative and support and waste management and remediation services,08:  <500,1791,1836,21537,576973000,26789.85003
2016,Mississippi,MS,61,Educational services,08:  <500,480,511,10169,269836000,26535.15587
2016,Mississippi,MS,62,Health care and social assistance,08:  <500,4629,5159,65347,2462627000,37685.38724
2016,Mississippi,MS,71,"Arts, entertainment, and recreation",08:  <500,641,663,6861,137607000,20056.40577
2016,Mississippi,MS,72,Accommodation and food services,08:  <500,3887,4279,64326,881971000,13710.95669
2016,Mississippi,MS,81,Other services (except public administration),08:  <500,5968,6162,36136,865592000,23953.73035
2016,Mississippi,MS,99,Industries not classified,08:  <500,112,112,137,1992000,14540.14599
2016,Mississippi,MS,--,Total,08:  <500,42600,46691,440399,14687162000,33349.67155
2016,Mississippi,MS,31-33,Manufacturing,08:  <500,1642,1719,44899,1715867000,38216.15181
2016,Mississippi,MS,44-45,Retail trade,08:  <500,6975,7791,57333,1614280000,28156.21021
2016,Mississippi,MS,48-49,Transportation and warehousing,08:  <500,1585,1613,15443,607141000,39314.96471
2016,Missouri,MO,11,"Agriculture, forestry, fishing and hunting",08:  <500,275,276,1386,43093000,31091.63059
2016,Missouri,MO,21,"Mining, quarrying, and oil and gas extraction",08:  <500,146,205,2043,104077000,50943.22075
2016,Missouri,MO,22,Utilities,08:  <500,91,160,3221,230810000,71657.87023
2016,Missouri,MO,23,Construction,08:  <500,13022,13099,102110,5673072000,55558.43698
2016,Missouri,MO,42,Wholesale trade,08:  <500,5577,6122,69544,3888352000,55912.11319
2016,Missouri,MO,51,Information,08:  <500,1086,1174,12330,581162000,47133.98216
2016,Missouri,MO,52,Finance and insurance,08:  <500,5323,6786,44576,2579814000,57874.50646
2016,Missouri,MO,53,Real estate and rental and leasing,08:  <500,4859,5204,25287,1005493000,39763.23803
2016,Missouri,MO,54,"Professional, scientific, and technical services",08:  <500,12216,12521,81782,5011519000,61278.99782
2016,Missouri,MO,55,Management of companies and enterprises,08:  <500,476,499,9019,698437000,77440.62535
2016,Missouri,MO,56,Administrative and support and waste management and remediation services,08:  <500,6315,6395,63645,2049908000,32208.46885
2016,Missouri,MO,61,Educational services,08:  <500,1424,1461,30528,877906000,28757.40304
2016,Missouri,MO,62,Health care and social assistance,08:  <500,25670,27355,190900,6311353000,33061.04243
2016,Missouri,MO,71,"Arts, entertainment, and recreation",08:  <500,2001,2047,24123,908432000,37658.33437
2016,Missouri,MO,72,Accommodation and food services,08:  <500,8765,9791,160339,2480956000,15473.19118
2016,Missouri,MO,81,Other services (except public administration),08:  <500,14239,14889,97758,2657013000,27179.49426
2016,Missouri,MO,99,Industries not classified,08:  <500,1751,1751,1663,14015000,8427.540589
2016,Missouri,MO,--,Total,08:  <500,122974,132403,1168725,44660147000,38212.70787
2016,Missouri,MO,31-33,Manufacturing,08:  <500,4948,5129,102330,4756966000,46486.52399
2016,Missouri,MO,44-45,Retail trade,08:  <500,11946,13635,111896,3440103000,30743.75313
2016,Missouri,MO,48-49,Transportation and warehousing,08:  <500,3802,3904,34245,1347666000,39353.65747
2016,Montana,MT,11,"Agriculture, forestry, fishing and hunting",08:  <500,342,347,884,39263000,44415.15837
2016,Montana,MT,21,"Mining, quarrying, and oil and gas extraction",08:  <500,295,298,2168,140830000,64958.48708
2016,Montana,MT,22,Utilities,08:  <500,75,88,1023,75940000,74232.64907
2016,Montana,MT,23,Construction,08:  <500,5261,5275,23456,1194851000,50940.10061
2016,Montana,MT,42,Wholesale trade,08:  <500,1023,1145,10004,456076000,45589.36425
2016,Montana,MT,51,Information,08:  <500,363,429,3942,187433000,47547.69153
2016,Montana,MT,52,Finance and insurance,08:  <500,1147,1369,8001,389924000,48734.4082
2016,Montana,MT,53,Real estate and rental and leasing,08:  <500,1747,1864,4915,165673000,33707.6297
2016,Montana,MT,54,"Professional, scientific, and technical services",08:  <500,3401,3522,15240,794414000,52126.90289
2016,Montana,MT,55,Management of companies and enterprises,08:  <500,75,75,875,73174000,83627.42857
2016,Montana,MT,56,Administrative and support and waste management and remediation services,08:  <500,1634,1658,9677,311805000,32221.24625
2016,Montana,MT,61,Educational services,08:  <500,370,379,5165,126529000,24497.38625
2016,Montana,MT,62,Health care and social assistance,08:  <500,2935,3319,39434,1481477000,37568.51955
2016,Montana,MT,71,"Arts, entertainment, and recreation",08:  <500,1059,1099,9496,163915000,17261.47852
2016,Montana,MT,72,Accommodation and food services,08:  <500,3088,3271,42513,727614000,17115.09421
2016,Montana,MT,81,Other services (except public administration),08:  <500,3034,3099,15909,446714000,28079.32617
2016,Montana,MT,99,Industries not classified,08:  <500,75,75,99,2189000,22111.11111
2016,Montana,MT,--,Total,08:  <500,31557,33571,245411,8535610000,34780.87779
2016,Montana,MT,31-33,Manufacturing,08:  <500,1223,1237,13523,514494000,38045.84781
2016,Montana,MT,44-45,Retail trade,08:  <500,3453,3850,31447,943989000,30018.41193
2016,Montana,MT,48-49,Transportation and warehousing,08:  <500,1134,1172,7640,299306000,39176.17801
2016,Nebraska,NE,11,"Agriculture, forestry, fishing and hunting",08:  <500,180,183,721,34685000,48106.79612
2016,Nebraska,NE,21,"Mining, quarrying, and oil and gas extraction",08:  <500,98,98,813,44224000,54396.06396
2016,Nebraska,NE,22,Utilities,08:  <500,19,21,182,12760000,70109.89011
2016,Nebraska,NE,23,Construction,08:  <500,6251,6278,40739,1963149000,48188.44351
2016,Nebraska,NE,42,Wholesale trade,08:  <500,1962,2342,24712,1261757000,51058.47362
2016,Nebraska,NE,51,Information,08:  <500,449,496,6582,333385000,50651.01793
2016,Nebraska,NE,52,Finance and insurance,08:  <500,2361,3005,18304,1019636000,55705.63811
2016,Nebraska,NE,53,Real estate and rental and leasing,08:  <500,1860,1977,8161,319006000,39089.08222
2016,Nebraska,NE,54,"Professional, scientific, and technical services",08:  <500,4187,4298,26671,1486249000,55725.28214
2016,Nebraska,NE,55,Management of companies and enterprises,08:  <500,177,185,3051,258533000,84737.13537
2016,Nebraska,NE,56,Administrative and support and waste management and remediation services,08:  <500,2280,2306,20725,659184000,31806.22437
2016,Nebraska,NE,61,Educational services,08:  <500,492,529,8689,197589000,22740.1312
2016,Nebraska,NE,62,Health care and social assistance,08:  <500,4301,4931,67492,2849968000,42226.7528
2016,Nebraska,NE,71,"Arts, entertainment, and recreation",08:  <500,838,852,9878,178945000,18115.50921
2016,Nebraska,NE,72,Accommodation and food services,08:  <500,3323,3794,53107,755868000,14232.92598
2016,Nebraska,NE,81,Other services (except public administration),08:  <500,5353,5634,33603,896941000,26692.28938
2016,Nebraska,NE,99,Industries not classified,08:  <500,94,94,100,2061000,20610
2016,Nebraska,NE,--,Total,08:  <500,41834,45835,412291,15497472000,37588.67402
2016,Nebraska,NE,31-33,Manufacturing,08:  <500,1426,1480,29138,1264559000,43398.96355
2016,Nebraska,NE,44-45,Retail trade,08:  <500,4512,5231,44714,1347744000,30141.43221
2016,Nebraska,NE,48-49,Transportation and warehousing,08:  <500,2061,2101,14909,611229000,40997.31706
2016,Nevada,NV,11,"Agriculture, forestry, fishing and hunting",08:  <500,56,56,170,8272000,48658.82353
2016,Nevada,NV,21,"Mining, quarrying, and oil and gas extraction",08:  <500,165,168,3213,301228000,93752.87893
2016,Nevada,NV,22,Utilities,08:  <500,40,57,591,49139000,83145.51607
2016,Nevada,NV,23,Construction,08:  <500,4646,4670,56431,2759550000,48901.31311
2016,Nevada,NV,42,Wholesale trade,08:  <500,2279,2339,19520,1107326000,56727.76639
2016,Nevada,NV,51,Information,08:  <500,820,847,5450,325188000,59667.52294
2016,Nevada,NV,52,Finance and insurance,08:  <500,2333,2578,12274,714954000,58249.47043
2016,Nevada,NV,53,Real estate and rental and leasing,08:  <500,3423,3652,16290,696382000,42749.0485
2016,Nevada,NV,54,"Professional, scientific, and technical services",08:  <500,8096,8226,41528,2551118000,61431.27528
2016,Nevada,NV,55,Management of companies and enterprises,08:  <500,244,257,2724,277895000,102017.254
2016,Nevada,NV,56,Administrative and support and waste management and remediation services,08:  <500,3801,3852,44201,1347909000,30494.9888
2016,Nevada,NV,61,Educational services,08:  <500,648,663,8403,263917000,31407.47352
2016,Nevada,NV,62,Health care and social assistance,08:  <500,5730,6159,61177,2681537000,43832.43703
2016,Nevada,NV,71,"Arts, entertainment, and recreation",08:  <500,1313,1419,19677,1023165000,51998.01799
2016,Nevada,NV,72,Accommodation and food services,08:  <500,4395,4960,85053,1786532000,21004.92634
2016,Nevada,NV,81,Other services (except public administration),08:  <500,3954,4186,27389,826036000,30159.40706
2016,Nevada,NV,99,Industries not classified,08:  <500,111,111,140,4490000,32071.42857
2016,Nevada,NV,--,Total,08:  <500,49293,52395,487407,19827058000,40678.64844
2016,Nevada,NV,31-33,Manufacturing,08:  <500,1635,1655,25334,1156309000,45642.5752
2016,Nevada,NV,44-45,Retail trade,08:  <500,4747,5363,43306,1405879000,32463.83873
2016,Nevada,NV,48-49,Transportation and warehousing,08:  <500,1150,1177,14536,540232000,37165.10732
2016,New Hampshire,NH,11,"Agriculture, forestry, fishing and hunting",08:  <500,139,140,590,29371000,49781.35593
2016,New Hampshire,NH,21,"Mining, quarrying, and oil and gas extraction",08:  <500,44,46,213,15700000,73708.92019
2016,New Hampshire,NH,22,Utilities,08:  <500,31,61,558,41862000,75021.50538
2016,New Hampshire,NH,23,Construction,08:  <500,3959,3979,24690,1533256000,62100.28352
2016,New Hampshire,NH,42,Wholesale trade,08:  <500,1392,1450,14491,1010024000,69700.08971
2016,New Hampshire,NH,51,Information,08:  <500,361,389,5771,380887000,66000.17328
2016,New Hampshire,NH,52,Finance and insurance,08:  <500,881,1162,9083,653551000,71953.20929
2016,New Hampshire,NH,53,Real estate and rental and leasing,08:  <500,1115,1256,6050,300927000,49740
2016,New Hampshire,NH,54,"Professional, scientific, and technical services",08:  <500,3321,3386,22305,1708981000,76618.74019
2016,New Hampshire,NH,55,Management of companies and enterprises,08:  <500,79,81,1939,150866000,77806.08561
2016,New Hampshire,NH,56,Administrative and support and waste management and remediation services,08:  <500,2013,2048,16805,742401000,44177.38768
2016,New Hampshire,NH,61,Educational services,08:  <500,557,579,9498,311066000,32750.68435
2016,New Hampshire,NH,62,Health care and social assistance,08:  <500,2500,2941,42699,1785328000,41811.93939
2016,New Hampshire,NH,71,"Arts, entertainment, and recreation",08:  <500,746,754,8916,230682000,25872.81292
2016,New Hampshire,NH,72,Accommodation and food services,08:  <500,2982,3209,42624,845125000,19827.44463
2016,New Hampshire,NH,81,Other services (except public administration),08:  <500,3464,3560,19829,621705000,31353.32089
2016,New Hampshire,NH,99,Industries not classified,08:  <500,68,68,71,2152000,30309.85915
2016,New Hampshire,NH,--,Total,08:  <500,29257,31262,295895,13519733000,45690.9816
2016,New Hampshire,NH,31-33,Manufacturing,08:  <500,1592,1622,29861,1616463000,54132.91584
2016,New Hampshire,NH,44-45,Retail trade,08:  <500,3522,3858,32787,1249020000,38094.97667
