STATE DESCRIPTION,NAICS CODE,NAICS DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,EMPLOYMENT,"ANNUAL PAYROLL ($1,000)",YEAR
Hawaii,56,Administrative and support and waste management and remediation services,9:   500+,26054,747656,2011
Hawaii,61,Educational services,8:   <500,8042,233722,2011
Hawaii,61,Educational services,9:   500+,11925,423728,2011
Hawaii,62,Health care and social assistance,8:   <500,32573,1336910,2011
Hawaii,62,Health care and social assistance,9:   500+,32572,1799105,2011
Hawaii,71,"Arts, entertainment, and recreation",8:   <500,8505,201169,2011
Hawaii,71,"Arts, entertainment, and recreation",9:   500+,1751,35929,2011
Hawaii,72,Accommodation and food services,8:   <500,47363,892816,2011
Hawaii,72,Accommodation and food services,9:   500+,46147,1467715,2011
Hawaii,81,Other services (except public administration),8:   <500,21838,609439,2011
Hawaii,81,Other services (except public administration),9:   500+,3569,80184,2011
Hawaii,99,Industries not classified,8:   <500,35,789,2011
Hawaii,31-33,Manufacturing,8:   <500,8786,272081,2011
Hawaii,31-33,Manufacturing,9:   500+,3332,179616,2011
Hawaii,44-45,Retail trade,8:   <500,25996,715081,2011
Hawaii,44-45,Retail trade,9:   500+,40917,1083699,2011
Hawaii,48-49,Transportation and warehousing,8:   <500,10362,354671,2011
Hawaii,48-49,Transportation and warehousing,9:   500+,15805,725571,2011
Idaho,11,"Agriculture, forestry, fishing and hunting",8:   <500,3275,102355,2011
Idaho,11,"Agriculture, forestry, fishing and hunting",9:   500+,82,2713,2011
Idaho,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1294,87692,2011
Idaho,21,"Mining, quarrying, and oil and gas extraction",9:   500+,1267,101688,2011
Idaho,22,Utilities,8:   <500,670,37047,2011
Idaho,22,Utilities,9:   500+,0,0,2011
Idaho,23,Construction,8:   <500,25542,1007074,2011
Idaho,23,Construction,9:   500+,800,44744,2011
Idaho,42,Wholesale trade,8:   <500,14894,607516,2011
Idaho,42,Wholesale trade,9:   500+,8937,520278,2011
Idaho,51,Information,8:   <500,4089,173654,2011
Idaho,51,Information,9:   500+,7856,325266,2011
Idaho,52,Finance and insurance,8:   <500,9131,372337,2011
Idaho,52,Finance and insurance,9:   500+,11470,574815,2011
Idaho,53,Real estate and rental and leasing,8:   <500,5497,148346,2011
Idaho,53,Real estate and rental and leasing,9:   500+,1056,33813,2011
Idaho,54,"Professional, scientific, and technical services",8:   <500,17332,753685,2011
Idaho,54,"Professional, scientific, and technical services",9:   500+,13665,894398,2011
Idaho,55,Management of companies and enterprises,8:   <500,1583,99030,2011
Idaho,55,Management of companies and enterprises,9:   500+,6987,610768,2011
Idaho,56,Administrative and support and waste management and remediation services,8:   <500,13792,349338,2011
Idaho,56,Administrative and support and waste management and remediation services,9:   500+,20736,598509,2011
Idaho,61,Educational services,8:   <500,3962,86829,2011
Idaho,61,Educational services,9:   500+,6802,138139,2011
Idaho,62,Health care and social assistance,8:   <500,47903,1499917,2011
Idaho,62,Health care and social assistance,9:   500+,32107,1391959,2011
Idaho,71,"Arts, entertainment, and recreation",8:   <500,6787,122731,2011
Idaho,71,"Arts, entertainment, and recreation",9:   500+,2024,16192,2011
Idaho,72,Accommodation and food services,8:   <500,35476,449973,2011
Idaho,72,Accommodation and food services,9:   500+,15882,247447,2011
Idaho,81,Other services (except public administration),8:   <500,15812,354095,2011
Idaho,81,Other services (except public administration),9:   500+,2216,59302,2011
Idaho,99,Industries not classified,8:   <500,85,1152,2011
Idaho,31-33,Manufacturing,8:   <500,21667,785550,2011
Idaho,31-33,Manufacturing,9:   500+,31678,1803830,2011
Idaho,44-45,Retail trade,8:   <500,33332,864567,2011
Idaho,44-45,Retail trade,9:   500+,38932,912067,2011
Idaho,48-49,Transportation and warehousing,8:   <500,9910,322715,2011
Idaho,48-49,Transportation and warehousing,9:   500+,6059,222774,2011
Illinois,11,"Agriculture, forestry, fishing and hunting",8:   <500,1256,51073,2011
Illinois,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2011
Illinois,21,"Mining, quarrying, and oil and gas extraction",8:   <500,4617,292523,2011
Illinois,21,"Mining, quarrying, and oil and gas extraction",9:   500+,3572,261378,2011
Illinois,22,Utilities,8:   <500,2972,217431,2011
Illinois,22,Utilities,9:   500+,0,0,2011
Illinois,23,Construction,8:   <500,155168,9442733,2011
Illinois,23,Construction,9:   500+,25137,1903814,2011
Illinois,42,Wholesale trade,8:   <500,165896,9788610,2011
Illinois,42,Wholesale trade,9:   500+,136432,10256621,2011
Illinois,51,Information,8:   <500,34262,2262113,2011
Illinois,51,Information,9:   500+,83921,6152596,2011
Illinois,52,Finance and insurance,8:   <500,105003,7754440,2011
Illinois,52,Finance and insurance,9:   500+,190025,19409251,2011
Illinois,53,Real estate and rental and leasing,8:   <500,49165,2222233,2011
Illinois,53,Real estate and rental and leasing,9:   500+,23030,1682659,2011
Illinois,54,"Professional, scientific, and technical services",8:   <500,201761,13984346,2011
Illinois,54,"Professional, scientific, and technical services",9:   500+,145322,13089256,2011
Illinois,55,Management of companies and enterprises,8:   <500,17325,1377636,2011
Illinois,55,Management of companies and enterprises,9:   500+,151278,18147652,2011
Illinois,56,Administrative and support and waste management and remediation services,8:   <500,151607,5419160,2011
Illinois,56,Administrative and support and waste management and remediation services,9:   500+,317642,8719669,2011
Illinois,61,Educational services,8:   <500,59196,1721168,2011
Illinois,61,Educational services,9:   500+,98135,4115612,2011
Illinois,62,Health care and social assistance,8:   <500,350742,13800717,2011
Illinois,62,Health care and social assistance,9:   500+,407057,18516961,2011
Illinois,71,"Arts, entertainment, and recreation",8:   <500,48059,1520732,2011
Illinois,71,"Arts, entertainment, and recreation",9:   500+,26828,808714,2011
Illinois,72,Accommodation and food services,8:   <500,282310,4327353,2011
Illinois,72,Accommodation and food services,9:   500+,174979,3407521,2011
Illinois,81,Other services (except public administration),8:   <500,204661,5950102,2011
Illinois,81,Other services (except public administration),9:   500+,35943,1549946,2011
Illinois,99,Industries not classified,8:   <500,0,6877,2011
Illinois,31-33,Manufacturing,8:   <500,265889,12714786,2011
Illinois,31-33,Manufacturing,9:   500+,273096,16534869,2011
Illinois,44-45,Retail trade,8:   <500,209171,6230293,2011
Illinois,44-45,Retail trade,9:   500+,387398,8754986,2011
Illinois,48-49,Transportation and warehousing,8:   <500,72307,2943143,2011
Illinois,48-49,Transportation and warehousing,9:   500+,150465,6966261,2011
Indiana,11,"Agriculture, forestry, fishing and hunting",8:   <500,1259,44885,2011
Indiana,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2011
Indiana,21,"Mining, quarrying, and oil and gas extraction",8:   <500,3542,231104,2011
Indiana,21,"Mining, quarrying, and oil and gas extraction",9:   500+,2831,196159,2011
Indiana,22,Utilities,8:   <500,3157,216994,2011
Indiana,22,Utilities,9:   500+,12102,999249,2011
Indiana,23,Construction,8:   <500,88100,4203435,2011
Indiana,23,Construction,9:   500+,19140,1451300,2011
Indiana,42,Wholesale trade,8:   <500,62082,2925964,2011
Indiana,42,Wholesale trade,9:   500+,46134,2654821,2011
Indiana,51,Information,8:   <500,12414,501104,2011
Indiana,51,Information,9:   500+,29755,1578012,2011
Indiana,52,Finance and insurance,8:   <500,38972,1864048,2011
Indiana,52,Finance and insurance,9:   500+,59020,3816898,2011
Indiana,53,Real estate and rental and leasing,8:   <500,21726,715029,2011
Indiana,53,Real estate and rental and leasing,9:   500+,10010,401320,2011
Indiana,54,"Professional, scientific, and technical services",8:   <500,71147,3395099,2011
Indiana,54,"Professional, scientific, and technical services",9:   500+,29649,2144850,2011
Indiana,55,Management of companies and enterprises,8:   <500,6707,419335,2011
Indiana,55,Management of companies and enterprises,9:   500+,44854,4467641,2011
Indiana,56,Administrative and support and waste management and remediation services,8:   <500,63429,1834508,2011
Indiana,56,Administrative and support and waste management and remediation services,9:   500+,103282,2878500,2011
Indiana,61,Educational services,8:   <500,20795,510566,2011
Indiana,61,Educational services,9:   500+,41688,1163400,2011
Indiana,62,Health care and social assistance,8:   <500,169428,6362460,2011
Indiana,62,Health care and social assistance,9:   500+,219748,9170428,2011
Indiana,71,"Arts, entertainment, and recreation",8:   <500,22423,618134,2011
Indiana,71,"Arts, entertainment, and recreation",9:   500+,10552,305647,2011
Indiana,72,Accommodation and food services,8:   <500,143406,1778729,2011
Indiana,72,Accommodation and food services,9:   500+,103392,1650457,2011
Indiana,81,Other services (except public administration),8:   <500,104514,2435569,2011
Indiana,81,Other services (except public administration),9:   500+,18723,526603,2011
Indiana,99,Industries not classified,8:   <500,285,4613,2011
Indiana,31-33,Manufacturing,8:   <500,169744,6977495,2011
Indiana,31-33,Manufacturing,9:   500+,267459,14790320,2011
Indiana,44-45,Retail trade,8:   <500,113751,3073048,2011
Indiana,44-45,Retail trade,9:   500+,194526,4065836,2011
Indiana,48-49,Transportation and warehousing,8:   <500,40236,1486832,2011
Indiana,48-49,Transportation and warehousing,9:   500+,70075,2762009,2011
Iowa,11,"Agriculture, forestry, fishing and hunting",8:   <500,1299,53368,2011
Iowa,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2011
Iowa,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1246,68587,2011
Iowa,21,"Mining, quarrying, and oil and gas extraction",9:   500+,656,37082,2011
Iowa,22,Utilities,8:   <500,1684,97196,2011
Iowa,22,Utilities,9:   500+,6064,493846,2011
Iowa,23,Construction,8:   <500,50308,2433384,2011
Iowa,23,Construction,9:   500+,2796,231532,2011
Iowa,42,Wholesale trade,8:   <500,43940,2049132,2011
Iowa,42,Wholesale trade,9:   500+,20631,1048645,2011
Iowa,51,Information,8:   <500,11174,415209,2011
Iowa,51,Information,9:   500+,20092,1001875,2011
Iowa,52,Finance and insurance,8:   <500,33231,1594915,2011
Iowa,52,Finance and insurance,9:   500+,57495,3754646,2011
Iowa,53,Real estate and rental and leasing,8:   <500,9250,300426,2011
Iowa,53,Real estate and rental and leasing,9:   500+,4552,184442,2011
Iowa,54,"Professional, scientific, and technical services",8:   <500,34050,1589180,2011
Iowa,54,"Professional, scientific, and technical services",9:   500+,13648,850258,2011
Iowa,55,Management of companies and enterprises,8:   <500,5202,311797,2011
Iowa,55,Management of companies and enterprises,9:   500+,15361,1049498,2011
Iowa,56,Administrative and support and waste management and remediation services,8:   <500,28738,836822,2011
Iowa,56,Administrative and support and waste management and remediation services,9:   500+,41541,1087812,2011
Iowa,61,Educational services,8:   <500,11642,269954,2011
Iowa,61,Educational services,9:   500+,30460,755139,2011
Iowa,62,Health care and social assistance,8:   <500,111940,3704005,2011
Iowa,62,Health care and social assistance,9:   500+,95044,3792649,2011
Iowa,71,"Arts, entertainment, and recreation",8:   <500,13933,233660,2011
Iowa,71,"Arts, entertainment, and recreation",9:   500+,6832,132082,2011
Iowa,72,Accommodation and food services,8:   <500,75785,873950,2011
Iowa,72,Accommodation and food services,9:   500+,35974,568672,2011
Iowa,81,Other services (except public administration),8:   <500,47109,1031249,2011
Iowa,81,Other services (except public administration),9:   500+,4099,133648,2011
Iowa,99,Industries not classified,8:   <500,0,2020,2011
Iowa,31-33,Manufacturing,8:   <500,67558,2855056,2011
Iowa,31-33,Manufacturing,9:   500+,132254,6859599,2011
Iowa,44-45,Retail trade,8:   <500,67065,1783627,2011
Iowa,44-45,Retail trade,9:   500+,107061,2132441,2011
Iowa,48-49,Transportation and warehousing,8:   <500,21869,764483,2011
Iowa,48-49,Transportation and warehousing,9:   500+,31300,1131724,2011
Kansas,11,"Agriculture, forestry, fishing and hunting",8:   <500,664,23072,2011
Kansas,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2011
Kansas,21,"Mining, quarrying, and oil and gas extraction",8:   <500,7268,374163,2011
Kansas,21,"Mining, quarrying, and oil and gas extraction",9:   500+,2245,167373,2011
Kansas,22,Utilities,8:   <500,1900,128559,2011
Kansas,22,Utilities,9:   500+,5454,524670,2011
Kansas,23,Construction,8:   <500,47722,2120626,2011
Kansas,23,Construction,9:   500+,6693,429729,2011
Kansas,42,Wholesale trade,8:   <500,36594,1770538,2011
Kansas,42,Wholesale trade,9:   500+,24355,1535273,2011
Kansas,51,Information,8:   <500,9383,379385,2011
Kansas,51,Information,9:   500+,30577,2134420,2011
Kansas,52,Finance and insurance,8:   <500,28014,1423033,2011
Kansas,52,Finance and insurance,9:   500+,29234,1981600,2011
Kansas,53,Real estate and rental and leasing,8:   <500,10269,329125,2011
Kansas,53,Real estate and rental and leasing,9:   500+,5292,205995,2011
Kansas,54,"Professional, scientific, and technical services",8:   <500,40628,2014216,2011
Kansas,54,"Professional, scientific, and technical services",9:   500+,15780,1117866,2011
Kansas,55,Management of companies and enterprises,8:   <500,4485,292462,2011
Kansas,55,Management of companies and enterprises,9:   500+,14181,1385157,2011
Kansas,56,Administrative and support and waste management and remediation services,8:   <500,30911,877150,2011
Kansas,56,Administrative and support and waste management and remediation services,9:   500+,38292,1237820,2011
Kansas,61,Educational services,8:   <500,12680,310713,2011
Kansas,61,Educational services,9:   500+,6904,194251,2011
Kansas,62,Health care and social assistance,8:   <500,105888,3730195,2011
Kansas,62,Health care and social assistance,9:   500+,83435,3399460,2011
Kansas,71,"Arts, entertainment, and recreation",8:   <500,11066,201985,2011
Kansas,71,"Arts, entertainment, and recreation",9:   500+,2582,32366,2011
Kansas,72,Accommodation and food services,8:   <500,62863,769386,2011
Kansas,72,Accommodation and food services,9:   500+,41349,594895,2011
